102	3	1
105	3	1
108	3	1
111	3	1
114	3	1
117	3	1
120	3	1
123	3	1
126	3	1
129	3	1
132	3	1
135	3	1
138	3	1
141	3	1
144	3	1
147	3	1
150	3	1
153	3	1
156	3	1
159	3	1
402	3	1
405	3	1
408	3	1
411	3	1
414	3	1
417	3	1
420	3	1
423	3	1
426	3	1
429	3	1
432	3	1
435	3	1
438	3	1
441	3	1
444	3	1
447	3	1
450	3	1
453	3	1
456	3	1
459	3	1
540	3	1
543	3	1
546	3	1
549	3	1
552	3	1
555	3	1
558	3	1
561	3	1
564	3	1
567	3	1
570	3	1
573	3	1
576	3	1
579	3	1
582	3	1
585	3	1
588	3	1
591	3	1
594	3	1
597	3	1
