171	3	1
174	3	1
177	3	1
180	3	1
183	3	1
186	3	1
189	3	1
192	3	1
195	3	1
198	3	1
201	3	1
204	3	1
207	3	1
210	3	1
213	3	1
216	3	1
219	3	1
222	3	1
225	3	1
228	3	1
240	3	1
243	3	1
246	3	1
249	3	1
252	3	1
255	3	1
258	3	1
261	3	1
264	3	1
267	3	1
270	3	1
273	3	1
276	3	1
279	3	1
282	3	1
285	3	1
288	3	1
291	3	1
294	3	1
297	3	1
471	3	1
474	3	1
477	3	1
480	3	1
483	3	1
486	3	1
489	3	1
492	3	1
495	3	1
498	3	1
501	3	1
504	3	1
507	3	1
510	3	1
513	3	1
516	3	1
519	3	1
522	3	1
525	3	1
528	3	1
